"Incident.ID","Incident.Date","State","City.Or.County","Address","X..Victims.Injured","X..Victims.Killed","X..Subjects.Suspects.Injured","X..Subjects.Suspects.Killed","X..Subjects.Suspects.Arrested","Operations","event_type"
2166750,"November 14, 2021","Arizona","Tucson","1655 W Ajo Way",1,0,0,4,0,"N/A","mass_shooting"
2166817,"November 14, 2021","Alabama","Troy","803 US-231 S",5,1,0,0,0,"N/A","mass_shooting"
2166055,"November 13, 2021","North Carolina","Winston Salem (Winston-salem)","400 block of Gregory St",4,0,0,0,1,"N/A","mass_shooting"
2167889,"November 13, 2021","Louisiana","Houma","100 block of Emma St",4,0,0,0,2,"N/A","mass_shooting"
2165600,"November 12, 2021","Virginia","Richmond","3050 Nine Mile Rd",2,2,0,0,4,"N/A","mass_shooting"
2165535,"November 12, 2021","Alabama","Birmingham","1100 block of 33rd St SW",2,2,0,0,1,"N/A","mass_shooting"
2163306,"November 9, 2021","New York","Rochester","Clifton St and Jefferson Ave",4,0,0,0,0,"N/A","mass_shooting"
2163772,"November 9, 2021","Louisiana","Hahnville (Killona)","160 Killona Dr",4,1,0,0,1,"N/A","mass_shooting"
2163617,"November 9, 2021","South Dakota","Scotland","710 2nd St",2,3,0,0,1,"N/A","mass_shooting"
2162196,"November 8, 2021","Texas","Victoria","10700 FM 236",1,3,0,0,1,"N/A","mass_shooting"
2162269,"November 8, 2021","Pennsylvania","Philadelphia","200 block of E Louden St",4,0,0,0,0,"N/A","mass_shooting"
2161323,"November 7, 2021","Wisconsin","Kenosha","625 57th St",3,1,0,0,0,"N/A","mass_shooting"
2161116,"November 6, 2021","California","Oakley","33 Malicoat Ave",2,2,0,0,1,"N/A","mass_shooting"
2160608,"November 6, 2021","Texas","Marshall","510 S Alamo Blvd",6,0,0,0,2,"N/A","mass_shooting"
2161078,"November 6, 2021","California","Highland","26998 3rd St",4,0,0,0,0,"N/A","mass_shooting"
2160838,"November 5, 2021","California","Oakland","8400 block of International Blvd",3,1,0,0,0,"N/A","mass_shooting"
2158417,"November 3, 2021","Virginia","Norfolk","821 Whitaker Ln",2,3,0,0,1,"N/A","mass_shooting"
2158524,"November 3, 2021","Iowa","Des Moines","11300 block of E 15th St",4,0,0,0,0,"N/A","mass_shooting"
2157991,"November 2, 2021","Alabama","Mobile","4120 Government Blvd",4,0,0,0,1,"N/A","mass_shooting"
2156175,"November 1, 2021","Florida","Orlando","N Orange Ave and Wall St",4,0,0,0,0,"N/A","mass_shooting"
2157206,"November 1, 2021","Texas","San Antonio","1900 block of W Laurel St",4,0,0,0,0,"N/A","mass_shooting"
2155369,"October 31, 2021","Kentucky","Louisville","6210 Shepherdsville Rd",2,2,0,0,0,"N/A","mass_shooting"
2155517,"October 31, 2021","Colorado","Littleton (Lakewood)","6200 block of Alameda Ave",2,2,0,0,0,"N/A","mass_shooting"
2155428,"October 31, 2021","Illinois","Flossmoor","3800 block of Ballantrae Way",3,1,0,0,0,"N/A","mass_shooting"
2155282,"October 31, 2021","Texas","Houston","1909 Schilder Dr",3,1,0,0,0,"N/A","mass_shooting"
2155329,"October 31, 2021","Illinois","Joliet","1018 E Jackson St",11,3,0,0,4,"N/A","mass_shooting"
2156001,"October 31, 2021","Texas","Fort Worth","3700 block of Lebow St",3,1,0,0,2,"N/A","mass_shooting"
2154851,"October 30, 2021","California","Gilroy","400 block of Las Animas Ave",2,2,0,0,1,"N/A","mass_shooting"
2154422,"October 30, 2021","Illinois","Decatur","1100 block of N Union St",4,0,0,0,0,"N/A","mass_shooting"
2154441,"October 30, 2021","Oklahoma","Oklahoma City","NW 122nd St and N Council Rd",4,0,0,0,0,"N/A","mass_shooting"
2154873,"October 30, 2021","California","Sacramento","5560 Palm Ave",5,2,0,0,1,"N/A","mass_shooting"
2155172,"October 30, 2021","Florida","Saint Petersburg","1079 62nd Ave S",4,1,0,0,1,"N/A","mass_shooting"
2155001,"October 30, 2021","Texas","Texarkana","2315 Texas Blvd",9,1,0,0,2,"N/A","mass_shooting"
2154283,"October 29, 2021","New York","Poughkeepsie","32 Cannon St",5,0,0,0,2,"N/A","mass_shooting"
2155826,"October 29, 2021","Michigan","Kalamazoo","3082 S 9th St",4,0,0,0,0,"N/A","mass_shooting"
2153285,"October 28, 2021","Nevada","Las Vegas","3900 block of E Cheyenne Ave",4,0,0,0,0,"N/A","mass_shooting"
2153779,"October 28, 2021","Tennessee","Nashville","210 N 9th St",3,1,0,0,0,"N/A","mass_shooting"
2150274,"October 25, 2021","Idaho","Boise","350 N Milwaukee St",3,2,0,1,0,"N/A","mass_shooting"
2154085,"October 24, 2021","California","Gonzales","Foletta Rd",2,2,0,0,2,"N/A","mass_shooting"
2150037,"October 24, 2021","Mississippi","Crenshaw","413 Jones St",3,2,0,0,2,"N/A","mass_shooting"
2148921,"October 23, 2021","South Carolina","Florence","811 S Irby St",6,0,0,0,0,"N/A","mass_shooting"
2148633,"October 23, 2021","Georgia","Fort Valley","603 Carver Dr",7,1,0,0,0,"N/A","mass_shooting"
2148891,"October 23, 2021","California","Ontario","700 block of E Bonnie Brae Ct",4,1,0,0,2,"N/A","mass_shooting"
2148282,"October 22, 2021","Illinois","Chicago","7901 S Cottage Grove Ave",5,0,0,0,0,"N/A","mass_shooting"
2148946,"October 22, 2021","Washington","Renton","16420 SE 128th St",4,0,0,0,0,"N/A","mass_shooting"
2148401,"October 22, 2021","Maryland","Baltimore","3100 block of W North Ave",7,0,0,0,0,"N/A","mass_shooting"
2147114,"October 21, 2021","New York","Brooklyn","3008 Glenwood Rd",4,0,0,0,0,"N/A","mass_shooting"
2147301,"October 21, 2021","Washington","Tacoma","4258 Everett St",0,4,0,0,1,"N/A","mass_shooting"
2147042,"October 20, 2021","Michigan","Farwell","9539 S Harrison Ave",0,4,0,0,1,"N/A","mass_shooting"
2145931,"October 19, 2021","Wisconsin","Kenosha","610 40th Pl",2,2,0,1,0,"N/A","mass_shooting"
2143277,"October 17, 2021","Louisiana","Grambling","403 Main St",7,1,0,0,2,"N/A","mass_shooting"
2143113,"October 17, 2021","Missouri","Saint Louis","8600 block of Goodfellow Blvd",3,1,0,0,2,"N/A","mass_shooting"
2143765,"October 17, 2021","Texas","Houston","1900 block of Dolly Wright St",7,0,0,0,0,"N/A","mass_shooting"
2143889,"October 17, 2021","Colorado","Colorado Springs","1865 N Academy Blvd",5,0,0,0,0,"N/A","mass_shooting"
2144160,"October 17, 2021","Wisconsin","Racine","Yout St and Carter St",6,0,0,0,0,"N/A","mass_shooting"
2143479,"October 17, 2021","Arkansas","Pine Bluff","820 S Main St",8,1,1,0,0,"N/A","mass_shooting"
2143499,"October 17, 2021","Arkansas","Pine Bluff","University Dr and Pullen Ave",3,1,0,0,0,"N/A","mass_shooting"
2143605,"October 17, 2021","Mississippi","Jackson","3243 Medgar Evers Blvd",3,3,0,0,0,"N/A","mass_shooting"
2142402,"October 16, 2021","Texas","Killeen","308 S Second St",3,1,0,0,0,"N/A","mass_shooting"
2142296,"October 15, 2021","Alabama","Mobile","1621 Virginia St",5,0,0,0,3,"N/A","mass_shooting"
2142092,"October 14, 2021","Minnesota","Minneapolis","814 E Franklin Ave",4,1,0,0,0,"N/A","mass_shooting"
2155043,"October 14, 2021","Mississippi","Mccomb","1300 14th St",6,0,0,0,0,"N/A","mass_shooting"
2139048,"October 12, 2021","Florida","Naples","700 block of 99th Ave",3,1,2,0,3,"N/A","mass_shooting"
2139674,"October 12, 2021","Mississippi","Meridian","2000 block of 17th St",1,3,0,0,0,"N/A","mass_shooting"
2139198,"October 11, 2021","Georgia","Atlanta","4900 Delano Rd",6,0,0,0,0,"N/A","mass_shooting"
2137321,"October 10, 2021","South Carolina","Mc Coll (Mccoll)","4181 Hwy 15-401",3,2,0,0,5,"N/A","mass_shooting"
2137561,"October 10, 2021","Iowa","Sioux City","427 Pierce St",4,0,0,0,0,"N/A","mass_shooting"
2137198,"October 10, 2021","Minnesota","Saint Paul","214 7th St W",12,1,3,0,3,"N/A","mass_shooting"
2137179,"October 10, 2021","Illinois","Chicago","1565 N Milwaukee Ave",4,0,0,1,1,"N/A","mass_shooting"
2137555,"October 10, 2021","Delaware","Dover","1500 block of Nathaniel Mitchell Rd",4,1,0,0,0,"N/A","mass_shooting"
2136907,"October 9, 2021","Louisiana","Livingston","17000 block of LA-444",3,2,1,0,1,"N/A","mass_shooting"
2137291,"October 9, 2021","Texas","Dallas","3000 block of South Blvd",4,0,0,0,0,"N/A","mass_shooting"
2137575,"October 9, 2021","New York","Albany","100 block of North Lake Ave",6,1,0,0,0,"N/A","mass_shooting"
2137464,"October 9, 2021","Colorado","Denver","7300 block of E 22nd Ave",3,1,0,0,0,"N/A","mass_shooting"
2136230,"October 8, 2021","Maryland","Baltimore","2600 block of Jefferson St",4,0,0,0,0,"N/A","mass_shooting"
2136270,"October 8, 2021","District of Columbia","Washington","1700 block of Independence Ave SE",3,1,0,0,0,"N/A","mass_shooting"
2135536,"October 8, 2021","Alabama","Montgomery","1800 block of Cotton Ct",3,1,0,0,0,"N/A","mass_shooting"
2135508,"October 7, 2021","Wisconsin","Milwaukee","W Cherry St and N 8th St",1,3,0,0,0,"N/A","mass_shooting"
2134657,"October 7, 2021","Illinois","Chicago","900 block of N Orleans St",4,0,0,0,0,"N/A","mass_shooting"
2135498,"October 7, 2021","Wisconsin","Milwaukee","2400 block of N 37th St",5,0,0,0,0,"N/A","mass_shooting"
2135666,"October 7, 2021","Louisiana","New Orleans","S Robertson St and Martin Luther King Jr Blvd",4,1,0,0,0,"N/A","mass_shooting"
2134217,"October 6, 2021","Maryland","Baltimore","1243 Patterson Park Ave",5,1,0,0,0,"N/A","mass_shooting"
2134359,"October 6, 2021","Louisiana","New Orleans","603 General Taylor",2,2,0,0,1,"N/A","mass_shooting"
2136132,"October 6, 2021","Ohio","Cleveland","9200 block of Marshall Ave",4,0,0,0,0,"N/A","mass_shooting"
2135659,"October 6, 2021","Ohio","Cleveland","Marshall Ave and E 93rd St",4,0,0,0,0,"N/A","mass_shooting"
2133962,"October 5, 2021","Illinois","Rockford","400 block of S Independence Ave",3,1,0,0,0,"N/A","mass_shooting"
2133137,"October 5, 2021","Minnesota","Saint Paul","922 Thomas Ave W",4,0,0,0,1,"N/A","mass_shooting"
2132656,"October 4, 2021","Minnesota","Minneapolis","626 W Broadway Ave",4,0,0,0,0,"N/A","mass_shooting"
2131471,"October 3, 2021","South Carolina","Bishopville","1113 Sumter Hwy",4,1,0,0,0,"N/A","mass_shooting"
2131406,"October 2, 2021","Texas","San Antonio","6222 S New Braunfels Ave",3,1,0,0,0,"N/A","mass_shooting"
2130634,"October 2, 2021","Colorado","Aurora","12230 E Colfax Ave",3,1,0,0,2,"N/A","mass_shooting"
2130763,"October 1, 2021","Iowa","Cedar Rapids","525 33rd Ave SW",6,0,0,0,1,"N/A","mass_shooting"
2130370,"October 1, 2021","District of Columbia","Washington","Forrester St SW and Galveston Pl SW",5,1,0,0,0,"N/A","mass_shooting"
2128682,"September 29, 2021","Illinois","Chicago","800 block of N Milwaukee Ave",4,0,1,0,0,"N/A","mass_shooting"
2128023,"September 28, 2021","Minnesota","Minneapolis","2700 block of Bloomington Ave",3,1,0,0,0,"N/A","mass_shooting"
2127374,"September 28, 2021","Illinois","Chicago","6500 block of S Calumet Ave",3,1,0,0,0,"N/A","mass_shooting"
2126747,"September 27, 2021","New York","New York (Manhattan)","3964 10th Ave",4,0,1,0,1,"N/A","mass_shooting"
2126450,"September 27, 2021","Illinois","Chicago","826 N Ridgeway Ave",3,1,0,0,0,"N/A","mass_shooting"
2125790,"September 26, 2021","Illinois","Chicago","800 block of S Albany Ave",6,0,0,0,1,"N/A","mass_shooting"
2125953,"September 26, 2021","California","Oakland","1400 block of 8th Ave",4,0,0,0,0,"N/A","mass_shooting"
2126261,"September 26, 2021","Washington","Seattle (Des Moines)","22855 Pacific Hwy S",3,3,0,0,1,"N/A","mass_shooting"
2125613,"September 25, 2021","New York","Utica","800 block of Mohawk St",4,0,0,0,0,"N/A","mass_shooting"
2125444,"September 25, 2021","Tennessee","Athens","Co Rd 60",1,4,0,0,2,"N/A","mass_shooting"
2126241,"September 25, 2021","Tennessee","Chattanooga","1124 Grove St",5,2,0,0,0,"N/A","mass_shooting"
2125227,"September 25, 2021","California","Riverside","6000 Block of Mariposa Ave",6,0,0,0,0,"N/A","mass_shooting"
2124396,"September 24, 2021","South Carolina","Aiken","749 Silver Bluff Rd",1,3,0,1,0,"N/A","mass_shooting"
2124887,"September 24, 2021","California","Los Angeles","11724 Wilmington Ave",4,0,0,0,2,"N/A","mass_shooting"
2123395,"September 23, 2021","Tennessee","Collierville","240 New Byhalia Rd",14,1,0,1,0,"N/A","mass_shooting"
2123301,"September 23, 2021","Pennsylvania","Philadelphia","38th St and Aspen St",4,0,0,0,0,"N/A","mass_shooting"
2122565,"September 22, 2021","North Carolina","Fayetteville","1100 block of Charlie Dr",2,2,0,0,0,"N/A","mass_shooting"
2121381,"September 21, 2021","District of Columbia","Washington","2200 block of Alabama Ave SE",5,0,0,0,0,"N/A","mass_shooting"
2120940,"September 20, 2021","Pennsylvania","Philadelphia","Broad St and Chew Ave",5,1,0,0,0,"N/A","mass_shooting"
2121031,"September 20, 2021","Missouri","Saint Louis","2000 block of St Charles St",3,1,0,0,0,"N/A","mass_shooting"
2119583,"September 19, 2021","New York","Rochester","300 block of Driving Park Ave",2,2,0,0,1,"N/A","mass_shooting"
2119701,"September 19, 2021","Florida","Miami","14900 block of Pierce St",4,0,0,0,1,"N/A","mass_shooting"
2119736,"September 19, 2021","California","Oakland","300 block of 17th St",3,1,0,0,0,"N/A","mass_shooting"
2119745,"September 19, 2021","Texas","Dallas","100 block of N Malcolm X Blvd",4,2,0,0,2,"N/A","mass_shooting"
2119609,"September 19, 2021","Illinois","Chicago","900 block of N Massasoit Ave",5,0,0,0,0,"N/A","mass_shooting"
2119950,"September 19, 2021","South Carolina","Yemassee","145 Yemassee Hwy",7,1,0,0,4,"N/A","mass_shooting"
2119470,"September 18, 2021","New York","Bronx","Teller Ave and E 172nd St",3,1,0,0,0,"N/A","mass_shooting"
2119101,"September 18, 2021","Illinois","Danville","3164 E Main St",2,2,0,0,2,"N/A","mass_shooting"
2119478,"September 18, 2021","Louisiana","Opelousas","500 block of Sapphire St",5,0,0,0,0,"N/A","mass_shooting"
2118451,"September 17, 2021","Georgia","Augusta","519 Broad St",4,0,0,0,2,"N/A","mass_shooting"
2116343,"September 14, 2021","Maryland","Baltimore","1700 block of N Milton Ave",4,0,0,0,0,"N/A","mass_shooting"
2116205,"September 14, 2021","Ohio","Cleveland","2747 Cedar Ave",6,0,0,0,0,"N/A","mass_shooting"
2115522,"September 13, 2021","Wisconsin","Milwaukee","3073 N Sherman Blvd",5,0,0,0,0,"N/A","mass_shooting"
2115947,"September 12, 2021","Minnesota","Saint Paul","7th St W and N Walnut St",0,4,0,0,1,"N/A","mass_shooting"
2114626,"September 12, 2021","Texas","Temple","900 block of S 24th St",4,0,0,0,1,"N/A","mass_shooting"
2122103,"September 12, 2021","Illinois","Blue Island","12200 block of S Irving Ave",2,2,0,0,0,"N/A","mass_shooting"
2114481,"September 12, 2021","Michigan","Detroit","2700 block of Halleck St",4,2,0,0,0,"N/A","mass_shooting"
2114510,"September 11, 2021","Alabama","Dothan","2000 Reeves St",5,0,0,0,0,"N/A","mass_shooting"
2114583,"September 11, 2021","New York","Utica","700 block of Noyes St",3,1,0,0,1,"N/A","mass_shooting"
2113623,"September 11, 2021","Illinois","Chicago","900 block of E 79th St",3,1,0,0,0,"N/A","mass_shooting"
2113841,"September 11, 2021","Illinois","Chicago","300 block of E Kensington Ave",4,2,0,0,0,"N/A","mass_shooting"
2113769,"September 11, 2021","New Jersey","Paterson","E 18th St and Fulton Pl",4,0,0,0,0,"N/A","mass_shooting"
2112450,"September 10, 2021","Florida","Orlando","5526 S Orange Blossom Trl",4,0,0,0,0,"N/A","mass_shooting"
2111858,"September 9, 2021","Illinois","East Saint Louis","510 Martin Luther King Dr",7,0,0,0,3,"N/A","mass_shooting"
2112252,"September 9, 2021","Alabama","Montgomery","1800 block of Cotton Court",3,1,0,0,0,"N/A","mass_shooting"
2111895,"September 8, 2021","Missouri","Saint Louis","4000 block of St Ferdinand Ave",4,0,0,0,0,"N/A","mass_shooting"
2110346,"September 7, 2021","Delaware","Wilmington","A St and New Castle Ave",4,0,0,0,0,"N/A","mass_shooting"
2110077,"September 7, 2021","Kansas","Wichita","351 N Mosley St",5,1,0,0,1,"N/A","mass_shooting"
2109075,"September 6, 2021","Georgia","Atlanta","868 Joseph E Boone Blvd NW",5,0,0,0,0,"N/A","mass_shooting"
2108892,"September 5, 2021","Missouri","Independence","116 W Lexington Ave",4,0,0,0,0,"N/A","mass_shooting"
2108560,"September 5, 2021","New York","Bronx","4848 White Plains Rd",4,0,0,0,0,"N/A","mass_shooting"
2108414,"September 5, 2021","Texas","Houston","7518 Imogene St",0,4,0,0,0,"N/A","mass_shooting"
2108378,"September 5, 2021","Georgia","Athens","E Clayton St and N Jackson St",6,0,0,0,1,"N/A","mass_shooting"
2115336,"September 5, 2021","Missouri","Wyatt","N/A",4,0,0,0,2,"N/A","mass_shooting"
2108302,"September 5, 2021","Florida","Lakeland","N Socrum Loop Rd and Fulton Green Rd",1,4,1,0,1,"N/A","mass_shooting"
2109384,"September 5, 2021","Ohio","Cincinnati","6308 Corbly Rd",4,0,0,0,0,"N/A","mass_shooting"
2107828,"September 4, 2021","Louisiana","Monroe","1600 block of Winnsboro Rd",3,1,0,0,0,"N/A","mass_shooting"
2107916,"September 4, 2021","Alabama","Birmingham","9164 Parkway E",2,2,0,0,4,"N/A","mass_shooting"
2108406,"September 4, 2021","Georgia","Warner Robins","Mauldon Ct and Dunmurry Pl",4,1,0,0,2,"N/A","mass_shooting"
2107875,"September 4, 2021","Pennsylvania","Pittsburgh","7300 block of Hamilton Ave",4,0,0,0,1,"N/A","mass_shooting"
2107476,"September 4, 2021","Illinois","Chicago","1400 block of S Tripp Ave",5,0,0,0,0,"N/A","mass_shooting"
2107930,"September 4, 2021","District of Columbia","Washington","700 block of Longfellow St NW",3,3,0,0,3,"N/A","mass_shooting"
2107621,"September 3, 2021","Texas","Austin","9345 US-290",3,1,0,0,0,"N/A","mass_shooting"
2107168,"September 3, 2021","New York","Syracuse","Nelson St and W Marcellus St",4,0,0,0,0,"N/A","mass_shooting"
2107467,"September 3, 2021","Louisiana","New Iberia","927 S Lewis St",3,1,0,0,0,"N/A","mass_shooting"
2107198,"September 2, 2021","New York","Niagara Falls","336 19th St",4,0,0,0,0,"N/A","mass_shooting"
2104725,"August 31, 2021","North Carolina","Elm City","3500 block of London Church Rd",2,2,0,0,1,"N/A","mass_shooting"
2104181,"August 30, 2021","Illinois","Normal","2000 block of Lambert Dr",3,2,0,1,0,"N/A","mass_shooting"
2103256,"August 29, 2021","Tennessee","Nashville","2621 Jefferson St",5,0,0,0,1,"N/A","mass_shooting"
2102991,"August 29, 2021","Nevada","Las Vegas","1750 S Rainbow Blvd",3,1,0,0,3,"N/A","mass_shooting"
2103311,"August 29, 2021","Wisconsin","Milwaukee","N 41st St and W Lloyd St",4,0,0,0,0,"N/A","mass_shooting"
2103132,"August 28, 2021","New York","Albany","Sherman St and Henry Johnson Blvd",5,0,0,0,0,"N/A","mass_shooting"
2103035,"August 28, 2021","California","San Diego","3100 block of Mission Blvd",4,0,0,0,0,"N/A","mass_shooting"
2102694,"August 28, 2021","Illinois","Chicago","2800 block of W 12th Pl",4,0,0,0,0,"N/A","mass_shooting"
2102082,"August 27, 2021","Pennsylvania","Sharon Hill","300 Calcon Hook Rd",4,1,0,0,5,"N/A","mass_shooting"
2101199,"August 27, 2021","California","Los Angeles","8400 block of Fountain Ave",4,0,0,0,0,"N/A","mass_shooting"
2101774,"August 27, 2021","West Virginia","Huntington","300 block of Oney Ave",2,2,0,0,1,"N/A","mass_shooting"
2100578,"August 26, 2021","Minnesota","Minneapolis","3006 Lyndale Ave",7,0,0,0,0,"N/A","mass_shooting"
2098246,"August 23, 2021","Illinois","Chicago","W Wilson Ave and N Sheridan Rd",4,0,0,0,0,"N/A","mass_shooting"
2097075,"August 22, 2021","Illinois","Chicago","3400 block of W Lake St",4,1,0,0,0,"N/A","mass_shooting"
2098321,"August 22, 2021","Oregon","Portland","322 NW Everett St",5,0,0,0,0,"N/A","mass_shooting"
2097481,"August 22, 2021","Illinois","Carbondale","501 W Cherry St",3,1,0,0,0,"N/A","mass_shooting"
2097494,"August 22, 2021","Colorado","Denver","19th St and Blake St",5,1,0,0,0,"N/A","mass_shooting"
2097271,"August 22, 2021","Michigan","Grand Rapids","1500 block of Linden Ave SE",3,1,0,0,0,"N/A","mass_shooting"
2096687,"August 21, 2021","Illinois","Chicago","3500 block of W Walnut St",4,0,0,0,0,"N/A","mass_shooting"
2097063,"August 21, 2021","Illinois","Chicago","1600 block of E 87th Pl",5,1,0,0,0,"N/A","mass_shooting"
2095800,"August 20, 2021","Michigan","Flint","2905 Saginaw St",3,1,0,0,0,"N/A","mass_shooting"
2095116,"August 19, 2021","Illinois","Chicago","300 block of E 47th St",4,0,0,0,0,"N/A","mass_shooting"
2095394,"August 19, 2021","Maryland","Edgewood","1700 block of Crimson Tree Way",3,1,0,0,0,"N/A","mass_shooting"
2095087,"August 19, 2021","Pennsylvania","Philadelphia","5100 block of Germantown Ave",4,1,0,0,0,"N/A","mass_shooting"
2094421,"August 18, 2021","Maryland","Germantown","19575 Scenery Dr",3,1,0,0,1,"N/A","mass_shooting"
2094457,"August 18, 2021","North Carolina","Durham","Ridgeway Ave and Wabash St",3,1,0,0,0,"N/A","mass_shooting"
2094071,"August 18, 2021","Ohio","Youngstown","619 Samuel Ave",4,2,0,0,0,"N/A","mass_shooting"
2094035,"August 18, 2021","California","Los Angeles","W Jefferson Blvd and Culver Blvd",4,0,0,0,1,"N/A","mass_shooting"
2093581,"August 17, 2021","New York","Brooklyn","422 Mother Gaston Blvd",5,0,0,0,0,"N/A","mass_shooting"
2092469,"August 16, 2021","New York","Brooklyn","927 DeKalb Ave",8,0,0,0,0,"N/A","mass_shooting"
2092227,"August 16, 2021","Michigan","Detroit","4421 Central Ave",3,1,0,0,0,"N/A","mass_shooting"
2091597,"August 15, 2021","Texas","San Antonio","1621 S New Braunfels Ave",2,3,0,0,2,"N/A","mass_shooting"
2091489,"August 15, 2021","Illinois","Chicago","1300 block of E 75th St",4,0,0,0,0,"N/A","mass_shooting"
2091531,"August 14, 2021","Indiana","Indianapolis","Wheeler St and E 28th St",3,1,0,0,0,"N/A","mass_shooting"
2090949,"August 14, 2021","New York","Brooklyn","Lexington Ave and Marcy Ave",4,0,0,0,0,"N/A","mass_shooting"
2090971,"August 14, 2021","Ohio","Akron","271 Maiden Ln",5,0,0,0,0,"N/A","mass_shooting"
2090777,"August 14, 2021","Indiana","Indianapolis","Lafayette Rd and W 38th St",4,1,0,0,0,"N/A","mass_shooting"
2090924,"August 14, 2021","New Jersey","Trenton","875 New Willow St",4,0,0,0,0,"N/A","mass_shooting"
2092110,"August 14, 2021","Texas","Wichita Falls","2406 Sheppard Access Rd",4,0,0,0,0,"N/A","mass_shooting"
2089972,"August 13, 2021","Nevada","Las Vegas","2601 E Sunset Rd",6,0,0,1,0,"N/A","mass_shooting"
2088659,"August 11, 2021","Pennsylvania","Philadelphia","5500 Rising Sun Ave",4,1,0,0,0,"N/A","mass_shooting"
2087433,"August 10, 2021","Oregon","Portland","NE Milton St",4,2,0,0,0,"N/A","mass_shooting"
2089557,"August 10, 2021","Mississippi","Clarksdale","N/A",2,2,0,0,0,"N/A","mass_shooting"
2086148,"August 9, 2021","Massachusetts","Boston","27 Irma St",5,1,0,0,1,"N/A","mass_shooting"
2086236,"August 9, 2021","Michigan","Flint","3201 Hammerberg Rd",4,2,0,0,1,"N/A","mass_shooting"
2085396,"August 8, 2021","New York","Brooklyn","101 Wortman Ave",2,3,0,0,0,"N/A","mass_shooting"
2085388,"August 8, 2021","Illinois","Chicago","1800 block of W 87th St",5,1,1,0,1,"N/A","mass_shooting"
2085401,"August 8, 2021","Illinois","Chicago","8300 block of S Halsted St",4,1,0,0,0,"N/A","mass_shooting"
2085489,"August 8, 2021","Texas","Houston","2504 FM 1960 Rd E",5,1,0,0,0,"N/A","mass_shooting"
2085438,"August 8, 2021","District of Columbia","Washington","3600 block of New York Ave NE",4,0,0,0,0,"N/A","mass_shooting"
2085542,"August 8, 2021","Louisiana","New Orleans","700 block of Bourbon St",5,0,0,0,1,"N/A","mass_shooting"
2085256,"August 7, 2021","Alabama","Montgomery","200 block of John Morris Ave",4,0,0,0,0,"N/A","mass_shooting"
2085071,"August 7, 2021","Illinois","Chicago","211 S Maplewood Ave",4,0,0,0,0,"N/A","mass_shooting"
2084884,"August 7, 2021","Virginia","Norfolk","700 block of Granby St",4,0,0,0,0,"N/A","mass_shooting"
2084889,"August 6, 2021","Tennessee","Nashville","1000 block of 43rd Ave North",4,0,0,0,0,"N/A","mass_shooting"
2082957,"August 4, 2021","Pennsylvania","Philadelphia","3653 Germantown Ave",4,0,0,0,0,"N/A","mass_shooting"
2081884,"August 3, 2021","Illinois","Urbana","1204 W Church St",3,1,0,0,0,"N/A","mass_shooting"
2081131,"August 2, 2021","South Carolina","Greenwood","101 Heddy Rd",1,3,0,0,1,"N/A","mass_shooting"
2080733,"August 2, 2021","South Carolina","Columbia","6908 Two Notch Rd",9,0,0,0,0,"N/A","mass_shooting"
2080390,"August 1, 2021","Texas","Nacogdoches","1400 block of Dolph St",3,1,0,0,5,"N/A","mass_shooting"
2080536,"August 1, 2021","Rhode Island","Providence","77 Reservoir Ave",5,0,0,0,0,"N/A","mass_shooting"
2079920,"August 1, 2021","Louisiana","New Orleans","1600 block of Iberville St",3,1,0,0,1,"N/A","mass_shooting"
2079913,"August 1, 2021","Louisiana","New Orleans","Bourbon St and Orleans Ave",4,0,1,0,3,"N/A","mass_shooting"
2079044,"July 31, 2021","Ohio","Columbus","1662 W Mound St",5,1,0,0,0,"N/A","mass_shooting"
2078897,"July 31, 2021","Illinois","Chicago","1600 block of E Hayes Dr",3,1,0,0,0,"N/A","mass_shooting"
2079271,"July 31, 2021","Indiana","Indianapolis","1134 W 30th St",5,0,0,0,1,"N/A","mass_shooting"
2080006,"July 31, 2021","Michigan","Saginaw","2700 block of Lynnwood Ave",2,2,0,0,0,"N/A","mass_shooting"
2079516,"July 31, 2021","New York","Corona (Queens)","97-07 37th Ave",10,0,0,0,0,"N/A","mass_shooting"
2081480,"July 31, 2021","Ohio","Cleveland","3100 block of W 25th St",5,0,0,0,0,"N/A","mass_shooting"
2079533,"July 31, 2021","Kentucky","Lexington","414 East 5th St",5,0,0,0,0,"N/A","mass_shooting"
2078540,"July 29, 2021","Iowa","Davenport","Pacific St and West Locust St",4,0,0,0,0,"N/A","mass_shooting"
2077587,"July 29, 2021","Pennsylvania","Pittsburgh","239 Gilkeson Rd",2,2,0,1,0,"N/A","mass_shooting"
2077018,"July 28, 2021","District of Columbia","Washington","3400 block of 22nd St SE",4,0,0,0,0,"N/A","mass_shooting"
2077549,"July 28, 2021","Alabama","Montgomery","1800 block of Rosa Parks Ave",3,1,0,0,2,"N/A","mass_shooting"
2076889,"July 28, 2021","South Carolina","Charleston","Hanover St and Johnson St",4,1,0,0,1,"N/A","mass_shooting"
2074353,"July 25, 2021","Michigan","Detroit","16342 W McNichols Rd",6,0,0,0,0,"N/A","mass_shooting"
2074406,"July 25, 2021","California","Wasco","1718 1st St",1,4,0,1,0,"N/A","mass_shooting"
2073472,"July 25, 2021","Illinois","Chicago","4800 block of W Race Ave",5,0,0,0,0,"N/A","mass_shooting"
